name,profile_url,weight_class,wins,losses,draws,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,rank
Vitor,http://ufcstats.com/fighter-details/c41cbb5bf944ca54,"75.0""",8,2,0,7.36,54.0,9.62,50.0,0.0,0.0,0.0,0.0,
Oscar,http://ufcstats.com/fighter-details/f584a6e0b5b74604,"72.0""",11,3,0,0.33,41.0,2.47,41.0,0.0,0.0,60.0,1.0,
Patrick,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,"75.0""",23,11,0,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,
JC,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,--,17,5,0,0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0,
JR,http://ufcstats.com/fighter-details/8112c9a23dccc759,--,4,1,0,12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0,
Rashad,http://ufcstats.com/fighter-details/d1528ac5675558b1,"76.0""",9,4,0,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,
Dave,http://ufcstats.com/fighter-details/79ab17db3b40831a,--,20,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Randy,http://ufcstats.com/fighter-details/0aa92558424ced9e,"75.0""",19,11,0,2.85,57.0,1.53,59.0,2.78,46.0,58.0,0.5,
Kim,http://ufcstats.com/fighter-details/84c43f0d25f15b0b,--,3,8,0,12.12,80.0,2.31,69.0,0.0,0.0,0.0,0.0,
Ryan,http://ufcstats.com/fighter-details/46fd223e3ced39b3,"73.0""",11,5,0,3.54,45.0,2.87,54.0,1.55,29.0,46.0,1.3,
Nikk,http://ufcstats.com/fighter-details/400c7b43c86d27d3,--,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Colby,http://ufcstats.com/fighter-details/dc9572dd6ec74859,"72.0""",17,5,0,3.81,38.0,3.09,54.0,3.64,42.0,68.0,0.2,
Hailey,http://ufcstats.com/fighter-details/3c26c420584d912d,"67.0""",7,5,0,2.66,43.0,2.92,40.0,1.95,42.0,80.0,0.0,
Jeff,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,--,10,7,0,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,
Nathan,http://ufcstats.com/fighter-details/15ec018d144710db,"69.0""",15,7,0,3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0,
Andrew,http://ufcstats.com/fighter-details/8a70ceb3edbe757b,"76.0""",9,4,0,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,
Paul,http://ufcstats.com/fighter-details/eabf206b162b3b83,"76.0""",17,10,1,2.5,45.0,3.04,43.0,1.43,18.0,35.0,1.3,
Dan,http://ufcstats.com/fighter-details/480b702debcb5433,--,11,4,0,0.97,30.0,2.1,31.0,0.0,0.0,66.0,0.5,
Alberto,http://ufcstats.com/fighter-details/25433871e4eee0f4,--,15,5,0,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,
Tim,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,"75.0""",12,4,0,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,
Paul,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,--,3,1,0,0.72,75.0,4.65,30.0,5.37,37.0,0.0,0.0,
Helena,http://ufcstats.com/fighter-details/a8c3ce469cb8b130,--,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alexander,http://ufcstats.com/fighter-details/15dedd05f8bcb475,--,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alex,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Melissa,http://ufcstats.com/fighter-details/51e2f44a8dbf6984,"68.0""",8,3,0,4.27,47.0,2.13,59.0,2.02,50.0,66.0,0.3,
Kevin,http://ufcstats.com/fighter-details/35b3772629e27a49,"73.0""",21,15,0,2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,
Kiefer,http://ufcstats.com/fighter-details/4729c93ba705a3bf,"70.0""",10,6,0,4.46,64.0,5.8,46.0,0.0,0.0,40.0,0.0,
Ken,http://ufcstats.com/fighter-details/923767209632e08a,"72.0""",11,3,0,2.2,57.0,1.4,55.0,1.0,12.0,66.0,0.0,
Jeff,http://ufcstats.com/fighter-details/98601a40e9d96047,--,1,1,0,0.93,35.0,3.33,54.0,5.0,38.0,0.0,1.0,
Allen,http://ufcstats.com/fighter-details/a9d6e047ce48ab63,"76.0""",10,4,0,2.95,51.0,2.95,56.0,1.85,33.0,100.0,1.2,
Daron,http://ufcstats.com/fighter-details/5f99b2bafb10305f,"72.0""",18,10,0,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,
Richard,http://ufcstats.com/fighter-details/22ee260735da0d58,--,19,4,0,1.72,41.0,1.45,58.0,4.08,61.0,65.0,1.3,
Jimmy,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,"74.0""",14,4,2,4.15,52.0,3.65,42.0,4.39,52.0,58.0,2.0,
Marcio,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,--,8,3,0,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,
Dominick,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,"68.0""",24,4,0,3.91,33.0,2.61,70.0,2.82,42.0,83.0,0.1,
Aalon,http://ufcstats.com/fighter-details/003d82fa384ca1d0,"78.0""",8,4,0,7.58,39.0,8.88,58.0,0.0,0.0,0.0,0.0,
Timmy,http://ufcstats.com/fighter-details/0e46690e55a8df75,"71.0""",10,3,0,2.77,44.0,3.58,57.0,1.31,31.0,72.0,0.0,
Jay,http://ufcstats.com/fighter-details/683ea28a198936fe,--,8,1,0,0.93,21.0,4.73,36.0,0.0,0.0,71.0,0.0,
Emilio,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8,--,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Josh,http://ufcstats.com/fighter-details/6751eacd16bd59bc,"73.0""",11,4,1,3.41,44.0,3.04,59.0,0.0,0.0,65.0,0.3,
Chris,http://ufcstats.com/fighter-details/e59b13321562eed3,--,20,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Abel,http://ufcstats.com/fighter-details/2f8f3c69522db931,--,20,6,0,1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,
Zak,http://ufcstats.com/fighter-details/4ba8d454f762005d,"75.0""",25,7,0,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,
Everett,http://ufcstats.com/fighter-details/05e4be525cb3578c,--,12,0,0,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,
Patrick,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,"76.0""",10,7,0,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,
Luke,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,"74.0""",6,6,0,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,
Hugo,http://ufcstats.com/fighter-details/46a17755f80f63e8,"79.0""",8,2,0,0.6,30.0,3.01,34.0,0.0,0.0,0.0,0.0,
Alton,http://ufcstats.com/fighter-details/305bde44ff664788,"77.0""",4,2,0,3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0,
AJ,http://ufcstats.com/fighter-details/d1053e55f00e53fe,"71.0""",11,5,0,4.22,29.0,6.31,48.0,0.0,0.0,46.0,0.5,
Tommy,http://ufcstats.com/fighter-details/eb49fe2f85ae9526,"71.0""",8,1,0,2.43,17.0,14.22,34.0,0.0,0.0,0.0,0.0,
Santo,http://ufcstats.com/fighter-details/b8b765e320a8db39,"62.0""",6,2,0,1.4,39.0,6.07,34.0,2.0,33.0,100.0,0.0,
Larry,http://ufcstats.com/fighter-details/46f11d15c0134fe3,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jeff,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,"69.0""",36,18,1,1.54,31.0,2.48,60.0,0.35,12.0,35.0,1.2,
Kailin,http://ufcstats.com/fighter-details/05b43e0ead3df345,"65.0""",4,5,0,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,
Pat,http://ufcstats.com/fighter-details/d8291d0dd63da29c,--,22,7,0,4.7,58.0,4.4,63.0,2.5,62.0,66.0,0.0,
Will,http://ufcstats.com/fighter-details/b8ff02d5703eca3a,"76.0""",12,4,0,2.73,47.0,5.67,44.0,2.0,13.0,50.0,0.0,
Chris,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,"75.0""",32,13,0,5.52,50.0,5.75,54.0,0.0,0.0,64.0,0.0,
Ion,http://ufcstats.com/fighter-details/cd13728ae1151f46,"75.0""",20,11,1,4.23,43.0,3.28,47.0,3.76,49.0,75.0,0.2,
Gleidson,http://ufcstats.com/fighter-details/44a94bbde42246e4,--,7,4,0,2.99,52.0,8.28,59.0,0.0,0.0,0.0,0.0,
Sarah,http://ufcstats.com/fighter-details/ac45450f75d14f16,--,11,7,0,2.4,33.0,0.0,100.0,0.0,0.0,100.0,0.0,
Marcos,http://ufcstats.com/fighter-details/3b6d84343579fd33,--,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Henrique,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,"76.0""",14,5,0,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,
Ariane,http://ufcstats.com/fighter-details/6551c64fbcd1a467,"67.0""",17,11,0,4.05,41.0,4.4,50.0,0.47,38.0,68.0,0.3,
Alex,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,"73.0""",21,4,0,2.14,46.0,2.52,56.0,1.97,43.0,76.0,0.3,
Radley,http://ufcstats.com/fighter-details/0d68c7bfdff1dc34,"71.0""",8,1,0,0.27,22.0,0.93,48.0,6.0,100.0,100.0,0.0,
Henrique,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,--,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Deni,http://ufcstats.com/fighter-details/d28bef63e7d8d536,"74.0""",6,2,0,3.47,38.0,6.45,38.0,0.0,0.0,0.0,0.0,
Nicolas,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,"74.0""",24,6,1,3.88,43.0,3.51,52.0,0.9,26.0,59.0,0.1,
Paul,http://ufcstats.com/fighter-details/23725c826c481e7f,"76.0""",39,15,2,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,
Dave,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc,--,30,19,2,0.0,0.0,1.85,50.0,0.0,0.0,0.0,0.0,
Richard,http://ufcstats.com/fighter-details/6cd3dfc54f01287f,--,4,3,1,1.2,69.0,3.27,25.0,1.0,11.0,0.0,0.0,
Aisling,http://ufcstats.com/fighter-details/e50cd77732d39967,"64.0""",16,6,0,2.92,52.0,1.4,55.0,2.15,41.0,33.0,0.9,
Marko,http://ufcstats.com/fighter-details/6e9b5c74c0860deb,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leonardo,http://ufcstats.com/fighter-details/acd870570949d8a2,"69.0""",10,3,1,1.67,23.0,4.17,37.0,0.0,0.0,50.0,0.0,
Rodrigo,http://ufcstats.com/fighter-details/a20d7dfaba74c067,"71.0""",13,9,0,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,
Carina,http://ufcstats.com/fighter-details/033343da4c0cff8a,--,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Batgerel,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,"70.0""",12,5,0,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,
Cindy,http://ufcstats.com/fighter-details/9eef6584fab21fbb,--,8,3,0,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,
Peter,http://ufcstats.com/fighter-details/5f119b24c0f9679c,"68.0""",8,4,0,4.99,52.0,6.73,38.0,0.0,0.0,62.0,0.0,
Jarjis,http://ufcstats.com/fighter-details/8614b7134913f5d5,"74.0""",7,1,1,3.38,50.0,5.25,49.0,0.51,16.0,100.0,0.0,
Jose,http://ufcstats.com/fighter-details/baa9be02c3e3e038,"74.0""",11,7,0,2.13,36.0,5.34,46.0,0.39,33.0,27.0,0.0,
Raymond,http://ufcstats.com/fighter-details/fccb0fee256b7b4d,--,0,1,0,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,
Marques,http://ufcstats.com/fighter-details/55a80a9365bc107d,--,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Anvarbek,http://ufcstats.com/fighter-details/859e0dafd04fe1ca,--,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alexandre,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,--,0,3,0,0.21,25.0,1.87,60.0,0.0,0.0,0.0,3.1,
Eduardo,http://ufcstats.com/fighter-details/676a2e5ec4d7338c,--,20,4,0,3.33,60.0,3.0,60.0,4.0,23.0,100.0,0.0,
Mac,http://ufcstats.com/fighter-details/86f582852a5b240a,"70.0""",21,12,1,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,
Karen,http://ufcstats.com/fighter-details/d2fa318f34d0aadc,"68.0""",13,6,0,3.43,51.0,2.62,67.0,2.14,75.0,0.0,0.0,
Beneil,http://ufcstats.com/fighter-details/08af939f41b5a57b,"72.0""",23,8,1,3.74,49.0,2.63,57.0,2.21,38.0,82.0,0.8,
Sean,http://ufcstats.com/fighter-details/a683f9ddb70aa4bd,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kyle,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,"76.0""",17,4,0,3.32,53.0,2.9,42.0,2.08,25.0,82.0,2.1,
Chris,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45,"76.0""",12,7,0,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,
Brian,http://ufcstats.com/fighter-details/42775dc893603154,--,13,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rick,http://ufcstats.com/fighter-details/2549d63da9c456cb,--,3,1,1,3.09,50.0,6.19,64.0,0.0,0.0,0.0,0.0,
Marcus,http://ufcstats.com/fighter-details/b7d524c77c27389b,"70.0""",22,11,0,2.72,39.0,2.79,65.0,1.6,48.0,47.0,1.4,
LC,http://ufcstats.com/fighter-details/6dab8ce5e4bffe77,"69.0""",23,8,0,2.04,30.0,2.1,59.0,2.27,46.0,66.0,0.2,
Phil,http://ufcstats.com/fighter-details/902ab9197b83d0db,"79.0""",17,4,0,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,
Lemont,http://ufcstats.com/fighter-details/a993ef2dd36cea5f,--,2,6,0,0.87,54.0,1.27,55.0,1.0,50.0,0.0,1.0,
Mike,http://ufcstats.com/fighter-details/c8661e204c66f325,--,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Justin,http://ufcstats.com/fighter-details/20697b334f6c0a45,--,13,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alexis,http://ufcstats.com/fighter-details/4c2d90e335e6df19,"68.0""",21,11,0,4.63,49.0,4.45,54.0,0.95,44.0,34.0,0.7,
Danny,http://ufcstats.com/fighter-details/570d40f993171b19,--,13,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brandon,http://ufcstats.com/fighter-details/cc351e408bbb7d43,"72.0""",14,10,0,4.68,35.0,4.62,58.0,0.74,42.0,57.0,0.1,
Mike,http://ufcstats.com/fighter-details/fb3e61720be4690c,"72.0""",12,3,0,4.73,53.0,5.23,54.0,2.4,44.0,60.0,0.8,
Hakeem,http://ufcstats.com/fighter-details/2c9d00968f818270,"73.0""",13,4,1,5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,
Grant,http://ufcstats.com/fighter-details/99bd51917728c25d,"72.0""",23,3,1,3.21,52.0,2.13,44.0,3.81,39.0,57.0,1.1,
Jason,http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0,"72.0""",19,12,0,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,
Martin,http://ufcstats.com/fighter-details/ea3dcc417c322064,"73.0""",8,6,0,3.97,45.0,3.79,53.0,0.72,60.0,65.0,0.5,
Angel,http://ufcstats.com/fighter-details/4b450aa602611baa,--,18,6,0,5.68,46.0,6.32,47.0,0.0,0.0,0.0,0.0,
Yorgan,http://ufcstats.com/fighter-details/1eff7bc0f815b270,"74.0""",6,3,0,2.46,43.0,3.85,53.0,0.0,0.0,77.0,0.0,
Geraldo,http://ufcstats.com/fighter-details/9cfbfae5fa1fdd93,"72.0""",12,6,0,3.67,52.0,2.62,50.0,3.0,45.0,59.0,0.0,
Philip,http://ufcstats.com/fighter-details/6ef65b6a152e49d5,"79.0""",12,6,0,2.3,47.0,3.0,37.0,3.29,42.0,100.0,0.6,
Chris,http://ufcstats.com/fighter-details/e51ee8ded927fc51,"80.0""",5,3,0,4.08,45.0,6.37,43.0,2.02,30.0,33.0,1.0,
Montana,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,"68.0""",13,9,1,2.9,37.0,3.39,45.0,1.85,33.0,68.0,0.8,
Mark,http://ufcstats.com/fighter-details/f57dd0bfa8c17813,"65.0""",11,5,0,3.13,35.0,5.0,48.0,0.54,13.0,40.0,0.2,
Mike,http://ufcstats.com/fighter-details/1971869b7e054261,"71.0""",14,7,0,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,
Rodrigo,http://ufcstats.com/fighter-details/a4dc47001f202bcd,--,8,3,1,1.29,33.0,5.5,32.0,2.66,36.0,0.0,1.3,
Edilberto,http://ufcstats.com/fighter-details/afdb76fbd86f6d11,--,29,15,2,4.12,32.0,6.79,61.0,0.0,0.0,0.0,0.0,
Johil,http://ufcstats.com/fighter-details/f9aa6376ae16bfb4,--,17,15,1,0.51,34.0,0.73,58.0,1.1,50.0,44.0,0.6,
Jorge,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,--,9,2,0,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,
Jair,http://ufcstats.com/fighter-details/f14fbb2e55da044c,"69.0""",6,1,0,3.98,60.0,3.45,69.0,0.0,0.0,0.0,0.0,
Isabela,http://ufcstats.com/fighter-details/e0f959f65d0406b4,"64.0""",5,2,0,1.0,35.0,2.07,50.0,2.0,66.0,0.0,1.0,
Gloria,http://ufcstats.com/fighter-details/5dd180c8b3196786,"67.0""",6,5,0,4.89,53.0,3.77,66.0,0.74,37.0,65.0,0.5,
Germaine,http://ufcstats.com/fighter-details/1d239d571e342453,"71.0""",10,5,0,2.57,46.0,2.0,65.0,0.0,0.0,65.0,0.4,
Reinier,http://ufcstats.com/fighter-details/d549cefc7c54ab78,"78.0""",21,4,0,2.47,48.0,2.36,46.0,2.56,29.0,40.0,0.6,
Crezio,http://ufcstats.com/fighter-details/3746e21bb508391a,--,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carl,http://ufcstats.com/fighter-details/914a897455693650,"69.0""",17,7,0,1.53,31.0,1.85,61.0,0.0,0.0,50.0,0.0,
Tom,http://ufcstats.com/fighter-details/0bcfe2513cb3bc39,--,9,2,0,1.5,35.0,4.43,37.0,1.0,50.0,28.0,0.5,
Issac,http://ufcstats.com/fighter-details/0e2c2daf11b5d8f2,--,12,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rafael,http://ufcstats.com/fighter-details/e82b2adcaeff71ec,--,6,20,0,5.58,40.0,0.0,0.0,20.93,100.0,100.0,0.0,
Shane,http://ufcstats.com/fighter-details/85980f5da429c0a6,--,11,2,0,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,
Wallen,http://ufcstats.com/fighter-details/a62f85f6a6c19a4c,"67.0""",8,2,0,1.4,32.0,4.73,40.0,1.0,16.0,100.0,0.0,
Yadier,http://ufcstats.com/fighter-details/70380ccdc81915b8,"69.0""",10,1,0,4.05,60.0,2.16,55.0,1.23,42.0,58.0,2.0,
Jose,http://ufcstats.com/fighter-details/d7c4956d61ae76a9,"70.0""",17,3,0,8.43,64.0,3.5,68.0,0.0,0.0,75.0,0.0,
Humberto,http://ufcstats.com/fighter-details/bfaf4c87936b4fae,--,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rolando,http://ufcstats.com/fighter-details/37b1696e6d115957,"77.0""",11,6,1,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,
Israel,http://ufcstats.com/fighter-details/01f4bcd26ac08ad5,--,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jose,http://ufcstats.com/fighter-details/7d6ceff6747f2de2,"74.0""",11,2,0,7.48,54.0,4.95,50.0,1.51,40.0,50.0,0.0,
Ante,http://ufcstats.com/fighter-details/7d8435c56043b0ae,"78.0""",26,8,0,4.28,38.0,3.95,52.0,0.0,0.0,75.0,0.0,
Jack,http://ufcstats.com/fighter-details/6b453bc35a823c3f,"73.0""",18,4,0,5.32,51.0,4.24,61.0,0.34,20.0,64.0,0.1,
Roland,http://ufcstats.com/fighter-details/173acb3f920082b8,"71.0""",9,5,0,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,
Jon,http://ufcstats.com/fighter-details/0d0351c20169a499,"67.0""",8,5,0,2.99,38.0,4.14,51.0,3.2,83.0,55.0,1.9,
Jason,http://ufcstats.com/fighter-details/6ceff86fae4f6b3b,--,33,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Justin,http://ufcstats.com/fighter-details/985bca5a097fb3f4,--,15,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Vanessa,http://ufcstats.com/fighter-details/2c483cf443f38ece,"59.0""",11,8,0,3.37,39.0,5.39,41.0,0.32,9.0,26.0,0.4,
Chris,http://ufcstats.com/fighter-details/dfae5da5676e4194,"72.0""",11,5,0,2.25,32.0,2.82,65.0,2.64,23.0,16.0,0.0,
Nick,http://ufcstats.com/fighter-details/e4aaaa34535e32b6,--,11,3,0,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,
Thomas,http://ufcstats.com/fighter-details/a11a6ee8eeb03c18,--,27,21,1,2.36,45.0,4.69,40.0,1.48,17.0,42.0,1.5,
Robert,http://ufcstats.com/fighter-details/b72f3cafa6376e35,--,9,10,0,1.81,47.0,0.4,60.0,0.0,0.0,50.0,0.0,
Jason,http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8,"71.0""",22,13,0,2.01,39.0,3.7,62.0,0.0,0.0,26.0,1.4,
Mackenzie,http://ufcstats.com/fighter-details/7447e9f28508106a,"63.0""",16,5,0,3.47,41.0,3.93,51.0,0.93,18.0,37.0,1.1,
Booker,http://ufcstats.com/fighter-details/f2c91b67f71bbeab,--,6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tony,http://ufcstats.com/fighter-details/6ad9058b7c7898b0,"70.0""",11,4,0,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,
Robelis,http://ufcstats.com/fighter-details/140567899d98978a,"84.0""",5,2,0,2.11,59.0,2.54,46.0,0.0,0.0,50.0,0.0,
Cory,http://ufcstats.com/fighter-details/48544433372ecfa6,--,16,7,0,4.07,41.0,4.0,47.0,1.07,12.0,62.0,0.0,
John,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8,--,6,4,0,1.52,18.0,2.28,57.0,0.0,0.0,0.0,0.0,
Edwin,http://ufcstats.com/fighter-details/75bbd2206a15319f,--,38,17,0,1.53,33.0,6.19,39.0,2.18,66.0,0.0,3.3,
Rabindra,http://ufcstats.com/fighter-details/9f8bd85aaeec2f56,--,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Alessio,http://ufcstats.com/fighter-details/77d7295d1b22c694,"74.0""",13,7,0,3.32,39.0,3.44,61.0,1.46,39.0,83.0,0.0,
Micol,http://ufcstats.com/fighter-details/8126e4dff0cdf69e,"60.0""",7,3,0,7.47,40.0,5.87,33.0,0.0,0.0,37.0,0.0,
Cyrille,http://ufcstats.com/fighter-details/43563a32c3f10e95,"81.0""",19,10,1,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,
Thomas,http://ufcstats.com/fighter-details/8567466ae167216b,--,6,6,1,4.53,48.0,4.53,63.0,2.0,100.0,66.0,0.0,
Marc,http://ufcstats.com/fighter-details/32c355b04fc57f3a,"73.0""",17,7,0,2.54,40.0,2.64,52.0,3.29,43.0,66.0,0.0,
Tyler,http://ufcstats.com/fighter-details/f5f6419c5f00abad,"69.0""",9,1,0,3.4,47.0,2.53,44.0,3.0,75.0,70.0,0.0,
Blood,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,"76.0""",3,3,0,3.12,55.0,2.17,48.0,0.0,0.0,73.0,0.0,
Eldo Xavier,http://ufcstats.com/fighter-details/ee5df903f80c6816,--,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Rafael,http://ufcstats.com/fighter-details/b5abaa65f87938eb,--,17,12,2,1.13,27.0,2.19,60.0,3.17,47.0,100.0,1.2,
Hacran,http://ufcstats.com/fighter-details/ed209f6618c82e41,"69.0""",23,6,1,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,
Victor,http://ufcstats.com/fighter-details/f7202b3130421d27,"69.0""",11,3,0,2.87,44.0,5.8,55.0,5.0,41.0,0.0,0.0,
Luis Felipe,http://ufcstats.com/fighter-details/33a86e839ad202d8,"74.0""",17,5,0,1.77,38.0,2.7,52.0,6.24,57.0,66.0,1.6,
Magno,http://ufcstats.com/fighter-details/270e84d8174721d2,"67.0""",6,2,0,2.44,45.0,7.32,50.0,1.41,33.0,0.0,1.4,
Nick,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,"76.0""",26,10,0,5.71,42.0,3.84,59.0,1.28,32.0,60.0,1.0,
Nate,http://ufcstats.com/fighter-details/8355922d564b152c,"76.0""",22,13,0,4.57,45.0,3.77,52.0,1.05,30.0,41.0,1.3,
Michael,http://ufcstats.com/fighter-details/5e7a48e469770615,--,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ryan,http://ufcstats.com/fighter-details/ceee5dd37253199a,--,13,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Adrian,http://ufcstats.com/fighter-details/bfa8f263815cfa2e,--,11,4,1,0.48,42.0,3.84,51.0,2.4,50.0,0.0,0.0,
Ozzy,http://ufcstats.com/fighter-details/6967153c7edb4d87,"79.0""",10,3,0,6.44,50.0,7.23,59.0,0.0,0.0,50.0,0.0,
Juan,http://ufcstats.com/fighter-details/74939a16c7b56f33,"69.0""",15,1,1,5.82,39.0,5.02,60.0,3.01,33.0,0.0,0.0,
Mark,http://ufcstats.com/fighter-details/2482ef3331a82e75,--,11,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Josh,http://ufcstats.com/fighter-details/414bddf0c80c41e1,--,15,8,0,0.28,5.0,8.17,25.0,0.0,0.0,0.0,0.0,
Kyle,http://ufcstats.com/fighter-details/31da66df48c0c1a0,--,5,2,0,1.82,45.0,2.08,62.0,0.0,0.0,0.0,0.0,
Seth,http://ufcstats.com/fighter-details/eb42d4febfafefd1,"69.0""",9,8,0,1.45,26.0,2.18,55.0,0.0,0.0,45.0,0.9,
TJ,http://ufcstats.com/fighter-details/c849740a3ff51931,"67.0""",18,5,0,5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8,
